Timestamp,Temperature
0,27.42
0,27.32
0.01999999,27.37
0.1727479,27.42
0.3060721,27.47
0.4151657,27.47
0.5044032,27.32
0.5838387,27.39
0.6511806,27.37
0.7113696,27.47
0.7634978,27.52
0.8193216,27.39
0.8569558,27.37
0.8996135,27.16
0.9368931,27.52
0.9804364,27.47
1.034546,27.16
1.075039,27.57
1.12786,27.37
1.184532,27.14
1.237493,27.52
1.2784,27.29
1.330497,27.37
1.385509,27.39
1.440646,27.37
1.492775,27.39
1.534905,27.42
1.571412,27.50
1.609753,27.42
1.650796,27.32
1.690284,27.42
1.727538,27.45
1.767768,27.42
1.80417,27.34
1.839531,27.32
1.860888,27.47
1.896436,27.29
1.919433,27.37
1.942156,27.37
1.982805,27.14
2.01832,27.39
2.040606,27.29
2.079954,27.16
2.102805,27.42
2.142333,27.37
2.184509,27.42
2.21987,27.39
2.241174,27.19
2.280313,27.27
2.317967,27.16
2.341786,27.42
2.378292,27.21
2.405147,27.21
2.441193,27.29
2.480791,27.14
2.521548,27.24
2.560808,27.29
2.599216,27.45
2.628613,27.16
2.665334,27.27
2.701147,27.42
2.738991,27.19
2.763238,27.32
2.805332,27.21
2.846526,27.27
2.882356,27.27
2.918683,27.27
2.941374,27.37
2.976827,27.16
2.999805,27.16
3.022974,27.29
3.06477,27.06
3.102478,27.11
3.137448,27.27
3.160189,27.09
3.196121,27.19
3.218371,27.27
3.24051,27.27
3.285669,27.21
3.322111,27.32
3.360015,27.16
3.397489,27.04
3.424381,27.19
3.463689,27.19
3.506351,27.21
3.541788,27.29
3.57852,27.06
3.601133,27.06
3.637298,27.16
3.660033,27.14
3.696364,27.16
3.726665,27.16
3.764529,27.04
3.802224,27.09
3.838425,27.27
3.860346,27.16
3.896931,26.99
3.923971,27.19
3.960929,27.09
4.000342,27.27
4.038739,27.01
4.061803,27.19
4.099729,27.16
4.134841,27.06
4.171627,27.04
4.207281,27.04
4.2433,27.09
4.281662,27.11
4.322088,27.01
4.368665,27.16
4.404778,27.11
4.44066,27.04
4.476243,27.06
4.497753,27.06
4.520895,27.04
4.557768,27.14
4.586143,27.04
4.622468,27.01
4.65906,27.09
4.681762,27.01
4.716547,27.06
4.738025,27.09
4.762098,27.04
4.802542,27.06
4.838999,27.16
4.86151,27.04
4.898639,27.04
4.921277,27.06
4.957366,27.06
4.979298,27.01
5.008437,27.11
5.043509,27.01
5.079268,27.04
5.102876,26.99
5.138864,27.04
5.160989,26.99
5.197472,27.06
5.227458,27.04
5.266106,27.04
5.30443,27.24
5.344263,27.01
5.382036,27.04
5.418565,27.06
5.447171,27.04
5.487987,27.21
5.524354,27.04
5.559188,26.99
5.582878,26.99
5.618945,27.04
5.645339,27.01
5.68081,26.96
5.717077,27.16
5.739168,26.99
5.7617,26.99
5.797981,26.99
5.82087,26.99
5.85993,26.99
5.88218,27.04
5.917778,27.16
5.940112,27.04
5.976685,27.04
6.001607,27.01
6.036733,27.04
6.065616,27.09
6.101468,27.01
6.138206,26.99
6.16289,26.81
6.201043,26.91
6.246696,26.96
6.291437,26.99
6.328896,27.04
6.363848,26.78
6.400379,26.86
6.437845,27.01
6.463416,26.86
6.50645,26.86
6.544899,26.91
6.580524,26.93
6.616831,26.99
6.639658,26.96
6.661898,26.91
6.698825,26.71
6.726243,27.04
6.764309,26.91
6.803721,26.96
6.842849,26.99
6.879618,26.91
6.903457,26.91
6.945602,26.91
6.981015,26.88
7.019804,26.81
7.044612,26.93
7.082851,26.91
7.120695,26.88
7.160358,26.78
7.197078,26.91
7.21951,26.88
7.242196,26.96
7.280038,26.88
7.317806,26.99
7.340537,26.78
7.384515,26.86
7.422957,26.91
7.460213,26.96
7.496731,26.91
7.520473,26.96
7.559353,26.91
7.587357,26.86
7.624507,26.76
7.662245,26.91
7.700335,26.91
7.738617,26.91
7.762479,26.86
7.805896,26.81
7.842964,26.88
7.880104,26.76
7.917969,26.71
7.941523,26.76
7.981385,26.76
8.022924,26.86
8.058903,26.66
8.081851,26.86
8.118822,26.71
8.142455,26.66
8.177978,26.66
8.200546,26.78
8.240593,26.76
8.276242,26.66
8.299314,26.71
8.321389,26.81
8.356623,26.78
8.380075,26.76
8.415527,26.86
8.442272,26.78
8.479265,26.68
8.502707,26.78
8.540189,26.73
8.578389,26.88
8.602753,26.71
8.640762,26.55
8.682108,26.60
8.717999,26.63
8.739928,26.60
8.76257,26.63
8.798444,26.66
8.821944,26.71
8.856828,26.71
8.881341,26.76
8.917784,26.66
8.939148,26.68
8.96129,26.73
8.997614,26.63
9.019485,26.63
9.041632,26.66
9.078973,26.86
9.107643,26.60
9.144781,26.86
9.181567,26.71
9.218895,26.71
9.242298,26.68
9.279808,26.68
9.310328,26.66
9.347801,26.76
9.383511,26.60
9.421408,26.60
9.458212,26.76
9.481951,26.66
9.523018,26.76
9.558847,26.63
9.581182,26.60
9.621077,26.66
9.660153,26.60
9.696079,26.76
9.727603,26.60
9.765483,26.66
9.800588,26.63
9.845658,26.60
9.890898,26.73
9.92863,26.66
9.968962,26.38
10.00476,26.81
10.04029,26.63
10.07798,26.68
10.10021,26.63
10.13615,26.63
10.16537,26.63
10.20263,26.71
10.23813,26.68
10.26192,26.66
10.29754,26.63
10.32057,26.60
10.35683,26.63
10.38486,26.63
10.42179,26.66
10.45789,26.58
10.48207,26.58
10.51898,26.58
10.54144,26.71
10.57793,26.68
