Timestamp,Temperature
0,5.16
0,25.16
0.01999999,25.16
0.1071351,25.09
0.184658,25.14
0.2352958,25.09
0.2594922,25.16
0.2719995,25.11
0.2857844,25.06
0.2997045,25.11
0.3061718,25.21
0.3139698,25.11
0.3274184,25.36
0.3337272,25.06
0.3385531,25.16
0.3446585,25.04
0.3508788,25.19
0.3561157,25.09
0.3616145,25.19
0.367262,25.09
0.3724836,25.19
0.3773606,25.09
0.3831153,25.01
0.3897282,25.09
0.3952041,25.06
0.4002878,25.26
0.4066632,25.16
0.4126505,25.06
0.4185141,25.11
0.4236138,25.11
0.4300155,25.11
0.4360572,25.11
0.4405991,25.06
0.4469322,25.14
0.4532516,25.11
0.4594635,25.21
0.4667883,25.09
0.4735096,25.11
0.4799812,25.06
0.4878181,25.06
0.4947527,25.16
0.5003867,25.16
0.5079083,25.09
0.5136061,25.06
0.5188789,25.04
0.5299379,25.11
0.5351176,25.11
0.5405265,25.21
0.5490565,25.11
0.5543822,25.09
0.5598253,25.26
0.5645631,24.97
0.5713966,25.09
0.5765588,25.06
0.5814889,25.16
0.5876021,25.14
0.592371,25.16
0.5973425,25.09
0.6021118,25.21
0.6080001,25.16
0.6137911,25.21
0.6186105,25.21
0.6236731,25.04
0.6299312,25.11
0.6351136,25.16
0.641174,25.11
0.6474627,24.92
0.6531792,25.21
0.6584882,25.16
0.6643283,25.14
0.6705503,25.16
0.6750584,25.11
0.6804571,25.06
0.6868335,25.11
0.6917453,25.26
0.6975549,25.09
0.7029369,25.09
0.7086952,25.11
0.7137212,25.09
0.7201176,25.16
0.7336901,25.11
0.7396161,25.16
0.7458385,25.16
0.752877,25.21
0.7585375,25.16
0.7630834,25.06
0.7685006,25.21
0.77325,25.04
0.7790277,25.16
0.7836122,25.06
0.7893481,24.92
0.7938594,25.16
0.7988208,25.11
0.8036996,25.21
0.8092449,25.16
0.8135466,25.06
0.8184146,25.09
0.8230668,25.11
0.8291344,25.04
0.8338534,25.09
0.8384773,25.11
0.8429421,25.16
0.8489984,25.09
0.8536432,25.16
0.858346,25.11
0.8627387,25.06
0.8685949,25.19
0.8728472,25.11
0.8769992,25.11
0.881737,25.09
0.8872579,25.11
0.8914827,25.16
0.8965347,25.14
0.9011002,25.16
0.9066185,25.09
0.9112115,25.16
0.9152644,25.09
0.920127,25.16
0.928612,25.06
0.9330343,25.11
0.9372981,25.06
0.9422681,25.11
0.9479186,25.41
0.9522021,25.19
0.9569319,25.16
0.9615841,25.26
0.9676915,25.04
0.973255,25.06
0.9776788,25.09
0.9821176,25.09
0.9875227,25.16
0.9921668,25.16
0.9965371,25.28
1.001504,25.06
1.00753,25.04
1.013119,25.09
1.018116,25.11
1.023014,25.04
1.028795,25.06
1.033813,25.04
1.038439,25.06
1.042655,25.19
1.047823,25.21
1.052835,25.11
1.057482,25.06
1.062087,25.06
1.06779,25.14
1.072274,25.04
1.077031,25.09
1.081777,25.11
1.08728,25.16
1.091554,25.06
1.096223,25.16
1.101033,25.09
1.106375,25.19
1.111389,25.19
1.117032,25.26
1.121226,25.11
1.133005,25.11
1.1381,25.19
1.143064,25.19
1.149155,25.16
1.154229,25.14
1.158947,25.36
1.163656,25.06
1.16937,25.16
1.174353,25.04
1.17947,25.11
1.184564,25.19
1.190614,25.09
1.195446,25.14
1.200107,25.04
1.20631,25.06
1.211315,25.06
1.216192,25.11
1.221235,25.09
1.22717,25.21
1.231684,25.19
1.236884,25.14
1.242075,25.14
1.248017,25.01
1.253232,25.21
1.258041,25.06
1.263118,25.31
1.270113,25.31
1.274888,25.06
1.279929,25.14
1.285303,25.09
1.291509,25.11
1.29697,25.11
1.301968,25.16
1.308456,25.21
1.313346,25.16
1.318334,25.16
1.323271,25.11
1.336074,25.01
1.341513,25.11
1.348362,25.14
1.352993,25.09
1.357716,25.16
1.362796,25.04
1.369063,25.06
1.374144,25.11
1.37859,25.09
1.384154,25.06
1.391114,25.06
1.395604,24.94
1.400406,25.11
1.406684,25.11
1.410869,25.11
1.415017,25.16
1.419918,25.09
