Timestamp,Temperature, TemperatureDelta, MappedTemperature
8.359997,28.21008,-0.004790467,2.199026
8.379997,28.2053,-0.004777115,2.201403
8.399997,28.20054,-0.004763801,2.203773
8.419997,28.19579,-0.004750524,2.206137
8.439997,28.19105,-0.004737284,2.208492
8.459997,28.18633,-0.00472408,2.21084
8.479997,28.18161,-0.004710914,2.213181
8.499997,28.17692,-0.004697784,2.215513
8.519997,28.17223,-0.00468469,2.217838
8.539997,28.16756,-0.004671634,2.220158
8.559997,28.1629,-0.004658614,2.222467
8.579997,28.15826,-0.004645631,2.224771
8.599997,28.15362,-0.004632683,2.227068
8.619997,28.149,-0.004619771,2.229357
8.639997,28.1444,-0.004606895,2.23164
8.659997,28.1398,-0.004594056,2.233913
8.679996,28.13522,-0.004581252,2.236181
8.699997,28.13065,-0.004568483,2.238443
8.719996,28.1261,-0.004555751,2.240696
8.739997,28.12155,-0.004543054,2.242943
8.759997,28.11702,-0.004530393,2.245182
8.779997,28.1125,-0.004517766,2.247414
8.799997,28.108,-0.004505175,2.24964
8.819997,28.10351,-0.004492619,2.251858
8.839997,28.09903,-0.004480098,2.254068
8.859997,28.09456,-0.004467612,2.256273
8.879997,28.09011,-0.004455161,2.258471
8.899997,28.08566,-0.004442744,2.260662
8.919997,28.08123,-0.004430362,2.262846
8.939997,28.07681,-0.004418014,2.265022
8.959997,28.07241,-0.004405701,2.267193
8.979997,28.06802,-0.004393422,2.269356
8.999997,28.06363,-0.004381177,2.271513
9.019997,28.05927,-0.004368966,2.273663
9.039997,28.05491,-0.004356789,2.275806
9.059997,28.05056,-0.004344647,2.277943
9.079997,28.04623,-0.004332537,2.280073
9.099997,28.04191,-0.004320463,2.282196
9.119997,28.0376,-0.004308421,2.284313
9.139997,28.03331,-0.004296413,2.286423
9.159997,28.02902,-0.004284438,2.288527
9.179996,28.02475,-0.004272497,2.290623
9.199997,28.02049,-0.00426059,2.292713
9.219996,28.01624,-0.004248715,2.294798
9.239997,28.012,-0.004236874,2.296875
9.259996,28.00778,-0.004225065,2.298946
9.279997,28.00356,-0.00421329,2.30101
9.299996,27.99936,-0.004201547,2.303068
9.319997,27.99517,-0.004189837,2.30512
9.339996,27.99099,-0.004178159,2.307165
9.359997,27.98683,-0.004166515,2.309204
9.379996,27.98267,-0.004154903,2.311237
9.399997,27.97853,-0.004143323,2.313263
9.419996,27.9744,-0.004131775,2.315283
9.439997,27.97028,-0.004120261,2.317297
9.459996,27.96617,-0.004108778,2.319304
9.479997,27.96207,-0.004097327,2.321304
9.499996,27.95799,-0.004085907,2.323299
9.519997,27.95391,-0.00407452,2.325289
9.539996,27.94985,-0.004063164,2.327271
9.559997,27.9458,-0.004051839,2.329247
9.579997,27.94176,-0.004040547,2.331219
9.599997,27.93773,-0.004029286,2.333181
9.619997,27.93371,-0.004018055,2.33514
9.639997,27.9297,-0.004006857,2.337093
9.659997,27.92571,-0.003995689,2.339039
9.679996,27.92172,-0.003984552,2.340979
9.699997,27.91775,-0.003973447,2.342913
9.719996,27.91379,-0.003962373,2.344841
9.739997,27.90984,-0.00395133,2.346764
9.759996,27.9059,-0.003940316,2.348679
9.779997,27.90197,-0.003929335,2.35059
9.799996,27.89805,-0.003918384,2.352493
9.819997,27.89414,-0.003907463,2.354393
9.839996,27.89025,-0.003896572,2.356285
9.859997,27.88636,-0.003885712,2.358171
9.879996,27.88248,-0.003874883,2.360052
9.899997,27.87862,-0.003864083,2.361929
9.919996,27.87477,-0.003853312,2.363798
9.939997,27.87092,-0.003842574,2.365662
9.959996,27.86709,-0.003831864,2.367519
9.979997,27.86327,-0.003821185,2.369371
9.999996,27.85946,-0.003810536,2.371218
10.02,27.85566,-0.003799916,2.373058
10.04,27.85187,-0.003789325,2.374893
10.06,27.84809,-0.003778764,2.376722
10.08,27.84432,-0.003768232,2.378548
10.1,27.84057,-0.00375773,2.380365
10.12,27.83682,-0.003747257,2.382177
10.14,27.83308,-0.003736813,2.383986
10.16,27.82936,-0.003726398,2.385786
10.18,27.82564,-0.003716012,2.387583
10.2,27.82193,-0.003705656,2.389374
10.22,27.81824,-0.003695328,2.391157
10.24,27.81455,-0.003685029,2.392937
10.26,27.81088,-0.003674758,2.394711
10.28,27.80721,-0.003664516,2.396481
10.3,27.80356,-0.003654303,2.398243
10.32,27.79992,-0.003644118,2.400002
10.34,27.79628,-0.003633962,2.401754
10.36,27.79266,-0.003623834,2.4035
10.38,27.78904,-0.003613734,2.405243
10.4,27.78544,-0.003603662,2.406979
10.42,27.78185,-0.003593619,2.408709
10.44,27.77826,-0.003583603,2.410435
10.46,27.77469,-0.003573615,2.412155
10.48,27.77113,-0.003563654,2.413872
10.5,27.76757,-0.003553723,2.415581
10.52,27.76403,-0.003543819,2.417286
10.54,27.76049,-0.003533943,2.418985
10.56,27.75697,-0.003524093,2.420679
10.58,27.75346,-0.003514271,2.422369
10.6,27.74995,-0.003504477,2.424053
10.62,27.74646,-0.003494709,2.425732
10.64,27.74297,-0.00348497,2.427404
10.66,27.7395,-0.003475257,2.429073
10.68,27.73603,-0.003465572,2.430737
10.7,27.73258,-0.003455913,2.432396
10.72,27.72913,-0.003446281,2.434048
10.74,27.72569,-0.003436676,2.435698
10.76,27.72227,-0.003427098,2.43734
10.78,27.71885,-0.003417546,2.438978
10.8,27.71544,-0.00340802,2.440613
10.82,27.71204,-0.003398521,2.44224
10.84,27.70865,-0.003389049,2.443865
10.86,27.70527,-0.003379603,2.445482
10.88,27.7019,-0.003370184,2.447096
10.9,27.69854,-0.003360791,2.448704
10.92,27.69519,-0.003351424,2.450308
10.94,27.69185,-0.003342084,2.451906
10.96,27.68851,-0.003332769,2.453501
10.98,27.68519,-0.003323481,2.45509
11,27.68188,-0.003314219,2.456675
11.02,27.67857,-0.003304981,2.458254
11.04,27.67528,-0.003295769,2.459829
11.06,27.67199,-0.003286584,2.461399
11.08,27.66871,-0.003277424,2.462963
11.1,27.66544,-0.00326829,2.464523
11.12,27.66218,-0.003259181,2.46608
11.14,27.65893,-0.003250097,2.46763
11.16,27.65569,-0.003241038,2.469177
11.18,27.65246,-0.003232006,2.470718
11.2,27.64924,-0.003222998,2.472256
11.22,27.64602,-0.003214015,2.473787
11.24,27.64282,-0.003205057,2.475315
11.26,27.63962,-0.003196125,2.476837
11.28,27.63643,-0.003187217,2.478355
11.3,27.63326,-0.003178334,2.47987
11.32,27.63009,-0.003169476,2.481379
11.34,27.62693,-0.003160642,2.482883
11.36,27.62378,-0.003151833,2.484383
11.38,27.62063,-0.003143049,2.485878
11.4,27.6175,-0.003134289,2.48737
11.42,27.61437,-0.003125553,2.488855
11.44,27.61126,-0.003116842,2.490339
11.46,27.60815,-0.003108155,2.491816
11.48,27.60505,-0.003099491,2.493288
11.5,27.60196,-0.003090853,2.494757
11.52,27.59888,-0.003082239,2.496222
11.54,27.5958,-0.003073649,2.497681
11.56,27.59274,-0.003065082,2.499136
11.58,27.58968,-0.00305654,2.500587
11.6,27.58663,-0.003048021,2.502033
11.62,27.58359,-0.003039526,2.503475
11.64,27.58056,-0.003031054,2.504913
11.66,27.57754,-0.003022606,2.506348
11.68,27.57452,-0.003014182,2.507776
11.7,27.57152,-0.003005781,2.509201
11.72,27.56852,-0.002997404,2.510622
11.74,27.56553,-0.00298905,2.512037
11.76,27.56255,-0.002980719,2.513451
11.78,27.55958,-0.002972412,2.514858
11.8,27.55661,-0.002964128,2.51626
11.82,27.55366,-0.002955867,2.51766
11.84,27.55071,-0.002947629,2.519054
11.86,27.54777,-0.002939414,2.520447
11.88,27.54484,-0.002931221,2.521833
11.9,27.54192,-0.002923052,2.523214
11.92,27.539,-0.002914904,2.524593
11.94,27.53609,-0.00290678,2.525969
11.96,27.5332,-0.00289868,2.527338
11.98,27.5303,-0.0028906,2.528704
12,27.52742,-0.002882543,2.530066
12.02,27.52455,-0.00287451,2.531424
12.04,27.52168,-0.002866499,2.532778
12.06,27.51882,-0.002858509,2.534126
12.08,27.51597,-0.002850542,2.535473
12.1,27.51313,-0.002842596,2.536814
12.12,27.51029,-0.002834675,2.538151
12.14,27.50747,-0.002826775,2.539484
12.16,27.50465,-0.002818896,2.540813
12.18,27.50184,-0.002811039,2.542139
12.2,27.49903,-0.002803204,2.543461
12.22,27.49624,-0.002795391,2.544779
12.24,27.49345,-0.002787601,2.546093
12.26,27.49067,-0.002779831,2.547401
12.28,27.4879,-0.002772084,2.548708
12.3,27.48513,-0.002764357,2.550011
12.32,27.48238,-0.002756653,2.551308
12.34,27.47963,-0.00274897,2.552601
12.36,27.47689,-0.002741309,2.553892
12.38,27.47416,-0.002733669,2.555178
12.4,27.47143,-0.00272605,2.556461
12.42,27.46871,-0.002718453,2.557739
